year,season,round,team,updated
2021,2021/22,F,Real Madrid,2023-06-16
2021,2021/22,SF,Liverpool,2023-06-16
2021,2021/22,SF,Villarreal,2023-06-16
2021,2021/22,SF,Manchester City,2023-06-16
2021,2021/22,SF,Real Madrid,2023-06-16
2021,2021/22,QF,Benfica,2023-06-16
2021,2021/22,QF,Liverpool,2023-06-16
2021,2021/22,QF,Villarreal,2023-06-16
2021,2021/22,QF,Bayern München,2023-06-16
2021,2021/22,QF,Manchester City,2023-06-16
2021,2021/22,QF,Atlético Madrid,2023-06-16
2021,2021/22,QF,Chelsea,2023-06-16
2021,2021/22,QF,Real Madrid,2023-06-16
2021,2021/22,R16,Atlético Madrid,2023-06-16
2021,2021/22,R16,Manchester United,2023-06-16
2021,2021/22,R16,Benfica,2023-06-16
2021,2021/22,R16,Ajax,2023-06-16
2021,2021/22,R16,Villarreal,2023-06-16
2021,2021/22,R16,Juventus,2023-06-16
2021,2021/22,R16,Chelsea,2023-06-16
2021,2021/22,R16,Lille OSC,2023-06-16
2021,2021/22,R16,Internazionale,2023-06-16
2021,2021/22,R16,Liverpool,2023-06-16
2021,2021/22,R16,FC Salzburg,2023-06-16
2021,2021/22,R16,Bayern München,2023-06-16
2021,2021/22,R16,Paris Saint-Germain,2023-06-16
2021,2021/22,R16,Real Madrid,2023-06-16
2021,2021/22,R16,Sporting CP Lisbon,2023-06-16
2021,2021/22,R16,Manchester City,2023-06-16
2021,2021/22,GS,Chelsea,2023-06-16
2021,2021/22,GS,Malmö FF,2023-06-16
2021,2021/22,GS,Zenit St. Petersburg,2023-06-16
2021,2021/22,GS,Juventus,2023-06-16
2021,2021/22,GS,Juventus,2023-06-16
2021,2021/22,GS,Chelsea,2023-06-16
2021,2021/22,GS,Zenit St. Petersburg,2023-06-16
2021,2021/22,GS,Malmö FF,2023-06-16
2021,2021/22,GS,Malmö FF,2023-06-16
2021,2021/22,GS,Juventus,2023-06-16
2021,2021/22,GS,Chelsea,2023-06-16
2021,2021/22,GS,Zenit St. Petersburg,2023-06-16
2021,2021/22,GS,Lille OSC,2023-06-16
2021,2021/22,GS,Sevilla,2023-06-16
2021,2021/22,GS,FC Salzburg,2023-06-16
2021,2021/22,GS,VfL Wolfsburg,2023-06-16
2021,2021/22,GS,VfL Wolfsburg,2023-06-16
2021,2021/22,GS,Sevilla,2023-06-16
2021,2021/22,GS,FC Salzburg,2023-06-16
2021,2021/22,GS,Lille OSC,2023-06-16
2021,2021/22,GS,Lille OSC,2023-06-16
2021,2021/22,GS,VfL Wolfsburg,2023-06-16
2021,2021/22,GS,Sevilla,2023-06-16
2021,2021/22,GS,FC Salzburg,2023-06-16
2021,2021/22,GS,Young Boys,2023-06-16
2021,2021/22,GS,Villarreal,2023-06-16
2021,2021/22,GS,Manchester United,2023-06-16
2021,2021/22,GS,Atalanta,2023-06-16
2021,2021/22,GS,Atalanta,2023-06-16
2021,2021/22,GS,Young Boys,2023-06-16
2021,2021/22,GS,Manchester United,2023-06-16
2021,2021/22,GS,Villarreal,2023-06-16
2021,2021/22,GS,Villarreal,2023-06-16
2021,2021/22,GS,Atalanta,2023-06-16
2021,2021/22,GS,Young Boys,2023-06-16
2021,2021/22,GS,Manchester United,2023-06-16
2021,2021/22,GS,FC Barcelona,2023-06-16
2021,2021/22,GS,Dinamo Kiev,2023-06-16
2021,2021/22,GS,Benfica,2023-06-16
2021,2021/22,GS,Bayern München,2023-06-16
2021,2021/22,GS,Bayern München,2023-06-16
2021,2021/22,GS,Dinamo Kiev,2023-06-16
2021,2021/22,GS,Benfica,2023-06-16
2021,2021/22,GS,FC Barcelona,2023-06-16
2021,2021/22,GS,FC Barcelona,2023-06-16
2021,2021/22,GS,Bayern München,2023-06-16
2021,2021/22,GS,Dinamo Kiev,2023-06-16
2021,2021/22,GS,Benfica,2023-06-16
2021,2021/22,GS,Internazionale,2023-06-16
2021,2021/22,GS,Sheriff Tiraspol,2023-06-16
2021,2021/22,GS,Shakhtar Donetsk,2023-06-16
2021,2021/22,GS,Real Madrid,2023-06-16
2021,2021/22,GS,Real Madrid,2023-06-16
2021,2021/22,GS,Sheriff Tiraspol,2023-06-16
2021,2021/22,GS,Shakhtar Donetsk,2023-06-16
2021,2021/22,GS,Internazionale,2023-06-16
2021,2021/22,GS,Internazionale,2023-06-16
2021,2021/22,GS,Real Madrid,2023-06-16
2021,2021/22,GS,Sheriff Tiraspol,2023-06-16
2021,2021/22,GS,Shakhtar Donetsk,2023-06-16
2021,2021/22,GS,Besiktas,2023-06-16
2021,2021/22,GS,Sporting CP Lisbon,2023-06-16
2021,2021/22,GS,Ajax,2023-06-16
2021,2021/22,GS,Borussia Dortmund,2023-06-16
2021,2021/22,GS,Borussia Dortmund,2023-06-16
2021,2021/22,GS,Sporting CP Lisbon,2023-06-16
2021,2021/22,GS,Ajax,2023-06-16
2021,2021/22,GS,Besiktas,2023-06-16
2021,2021/22,GS,Besiktas,2023-06-16
2021,2021/22,GS,Borussia Dortmund,2023-06-16
2021,2021/22,GS,Sporting CP Lisbon,2023-06-16
2021,2021/22,GS,Ajax,2023-06-16
2021,2021/22,GS,Atlético Madrid,2023-06-16
2021,2021/22,GS,Liverpool,2023-06-16
2021,2021/22,GS,FC Porto,2023-06-16
2021,2021/22,GS,AC Milan,2023-06-16
2021,2021/22,GS,AC Milan,2023-06-16
2021,2021/22,GS,Atlético Madrid,2023-06-16
2021,2021/22,GS,FC Porto,2023-06-16
2021,2021/22,GS,Liverpool,2023-06-16
2021,2021/22,GS,Liverpool,2023-06-16
2021,2021/22,GS,AC Milan,2023-06-16
2021,2021/22,GS,Atlético Madrid,2023-06-16
2021,2021/22,GS,FC Porto,2023-06-16
2021,2021/22,GS,Club Brugge,2023-06-16
2021,2021/22,GS,Manchester City,2023-06-16
2021,2021/22,GS,Paris Saint-Germain,2023-06-16
2021,2021/22,GS,RB Leipzig,2023-06-16
2021,2021/22,GS,RB Leipzig,2023-06-16
2021,2021/22,GS,Club Brugge,2023-06-16
2021,2021/22,GS,Paris Saint-Germain,2023-06-16
2021,2021/22,GS,Manchester City,2023-06-16
2021,2021/22,GS,Manchester City,2023-06-16
2021,2021/22,GS,RB Leipzig,2023-06-16
2021,2021/22,GS,Club Brugge,2023-06-16
2021,2021/22,GS,Paris Saint-Germain,2023-06-16
2022,2022/23,F,Manchester City,2023-06-16
2022,2022/23,F,Internazionale,2023-06-16
2022,2022/23,SF,Real Madrid,2023-06-16
2022,2022/23,SF,Manchester City,2023-06-16
2022,2022/23,SF,AC Milan,2023-06-16
2022,2022/23,SF,Internazionale,2023-06-16
2022,2022/23,QF,AC Milan,2023-06-16
2022,2022/23,QF,Napoli,2023-06-16
2022,2022/23,QF,Manchester City,2023-06-16
2022,2022/23,QF,Bayern München,2023-06-16
2022,2022/23,QF,Benfica,2023-06-16
2022,2022/23,QF,Internazionale,2023-06-16
2022,2022/23,QF,Real Madrid,2023-06-16
2022,2022/23,QF,Chelsea,2023-06-16
2022,2022/23,R16,Paris Saint-Germain,2023-06-16
2022,2022/23,R16,Bayern München,2023-06-16
2022,2022/23,R16,Internazionale,2023-06-16
2022,2022/23,R16,FC Porto,2023-06-16
2022,2022/23,R16,Borussia Dortmund,2023-06-16
2022,2022/23,R16,Chelsea,2023-06-16
2022,2022/23,R16,Eintracht Frankfurt,2023-06-16
2022,2022/23,R16,Napoli,2023-06-16
2022,2022/23,R16,AC Milan,2023-06-16
2022,2022/23,R16,Tottenham Hotspur,2023-06-16
2022,2022/23,R16,Liverpool,2023-06-16
2022,2022/23,R16,Real Madrid,2023-06-16
2022,2022/23,R16,Club Brugge,2023-06-16
2022,2022/23,R16,Benfica,2023-06-16
2022,2022/23,R16,RB Leipzig,2023-06-16
2022,2022/23,R16,Manchester City,2023-06-16
2022,2022/23,GS,Benfica,2023-06-16
2022,2022/23,GS,Paris Saint-Germain,2023-06-16
2022,2022/23,GS,Juventus,2023-06-16
2022,2022/23,GS,Maccabi Haifa,2023-06-16
2022,2022/23,GS,Maccabi Haifa,2023-06-16
2022,2022/23,GS,Paris Saint-Germain,2023-06-16
2022,2022/23,GS,Juventus,2023-06-16
2022,2022/23,GS,Benfica,2023-06-16
2022,2022/23,GS,Benfica,2023-06-16
2022,2022/23,GS,Maccabi Haifa,2023-06-16
2022,2022/23,GS,Paris Saint-Germain,2023-06-16
2022,2022/23,GS,Juventus,2023-06-16
2022,2022/23,GS,Sevilla,2023-06-16
2022,2022/23,GS,Borussia Dortmund,2023-06-16
2022,2022/23,GS,Manchester City,2023-06-16
2022,2022/23,GS,FC København,2023-06-16
2022,2022/23,GS,Manchester City,2023-06-16
2022,2022/23,GS,Borussia Dortmund,2023-06-16
2022,2022/23,GS,FC København,2023-06-16
2022,2022/23,GS,Sevilla,2023-06-16
2022,2022/23,GS,Sevilla,2023-06-16
2022,2022/23,GS,Manchester City,2023-06-16
2022,2022/23,GS,Borussia Dortmund,2023-06-16
2022,2022/23,GS,FC København,2023-06-16
2022,2022/23,GS,RB Leipzig,2023-06-16
2022,2022/23,GS,Celtic,2023-06-16
2022,2022/23,GS,Real Madrid,2023-06-16
2022,2022/23,GS,Shakhtar Donetsk,2023-06-16
2022,2022/23,GS,Shakhtar Donetsk,2023-06-16
2022,2022/23,GS,Celtic,2023-06-16
2022,2022/23,GS,Real Madrid,2023-06-16
2022,2022/23,GS,RB Leipzig,2023-06-16
2022,2022/23,GS,RB Leipzig,2023-06-16
2022,2022/23,GS,Shakhtar Donetsk,2023-06-16
2022,2022/23,GS,Celtic,2023-06-16
2022,2022/23,GS,Real Madrid,2023-06-16
2022,2022/23,GS,FC Salzburg,2023-06-16
2022,2022/23,GS,Dinamo Zagreb,2023-06-16
2022,2022/23,GS,Chelsea,2023-06-16
2022,2022/23,GS,AC Milan,2023-06-16
2022,2022/23,GS,AC Milan,2023-06-16
2022,2022/23,GS,Dinamo Zagreb,2023-06-16
2022,2022/23,GS,Chelsea,2023-06-16
2022,2022/23,GS,FC Salzburg,2023-06-16
2022,2022/23,GS,FC Salzburg,2023-06-16
2022,2022/23,GS,AC Milan,2023-06-16
2022,2022/23,GS,Dinamo Zagreb,2023-06-16
2022,2022/23,GS,Chelsea,2023-06-16
2022,2022/23,GS,Eintracht Frankfurt,2023-06-16
2022,2022/23,GS,Tottenham Hotspur,2023-06-16
2022,2022/23,GS,Olympique Marseille,2023-06-16
2022,2022/23,GS,Sporting CP Lisbon,2023-06-16
2022,2022/23,GS,Olympique Marseille,2023-06-16
2022,2022/23,GS,Eintracht Frankfurt,2023-06-16
2022,2022/23,GS,Sporting CP Lisbon,2023-06-16
2022,2022/23,GS,Tottenham Hotspur,2023-06-16
2022,2022/23,GS,Tottenham Hotspur,2023-06-16
2022,2022/23,GS,Olympique Marseille,2023-06-16
2022,2022/23,GS,Eintracht Frankfurt,2023-06-16
2022,2022/23,GS,Sporting CP Lisbon,2023-06-16
2022,2022/23,GS,Internazionale,2023-06-16
2022,2022/23,GS,FC Barcelona,2023-06-16
2022,2022/23,GS,Bayern München,2023-06-16
2022,2022/23,GS,Viktoria Plzen,2023-06-16
2022,2022/23,GS,Bayern München,2023-06-16
2022,2022/23,GS,FC Barcelona,2023-06-16
2022,2022/23,GS,Viktoria Plzen,2023-06-16
2022,2022/23,GS,Internazionale,2023-06-16
2022,2022/23,GS,Internazionale,2023-06-16
2022,2022/23,GS,Bayern München,2023-06-16
2022,2022/23,GS,FC Barcelona,2023-06-16
2022,2022/23,GS,Viktoria Plzen,2023-06-16
2022,2022/23,GS,Club Brugge,2023-06-16
2022,2022/23,GS,Atlético Madrid,2023-06-16
2022,2022/23,GS,FC Porto,2023-06-16
2022,2022/23,GS,Bayer Leverkusen,2023-06-16
2022,2022/23,GS,Bayer Leverkusen,2023-06-16
2022,2022/23,GS,Atlético Madrid,2023-06-16
2022,2022/23,GS,FC Porto,2023-06-16
2022,2022/23,GS,Club Brugge,2023-06-16
2022,2022/23,GS,Club Brugge,2023-06-16
2022,2022/23,GS,Bayer Leverkusen,2023-06-16
2022,2022/23,GS,Atlético Madrid,2023-06-16
2022,2022/23,GS,FC Porto,2023-06-16
2022,2022/23,GS,Ajax,2023-06-16
2022,2022/23,GS,Napoli,2023-06-16
2022,2022/23,GS,Liverpool,2023-06-16
2022,2022/23,GS,Glasgow Rangers,2023-06-16
2022,2022/23,GS,Liverpool,2023-06-16
2022,2022/23,GS,Ajax,2023-06-16
2022,2022/23,GS,Glasgow Rangers,2023-06-16
2022,2022/23,GS,Napoli,2023-06-16
2022,2022/23,GS,Napoli,2023-06-16
2022,2022/23,GS,Liverpool,2023-06-16
2022,2022/23,GS,Ajax,2023-06-16
2022,2022/23,GS,Glasgow Rangers,2023-06-16
2023,2023/24,GS,RC Lens,2023-06-16
2023,2023/24,GS,Union Berlin,2023-06-16
2023,2023/24,GS,Newcastle United,2023-06-16
2023,2023/24,GS,Celtic,2023-06-16
2023,2023/24,GS,Real Sociedad,2023-06-16
2023,2023/24,GS,Red Star Belgrade,2023-06-16
2023,2023/24,GS,Lazio,2023-06-16
2023,2023/24,GS,AC Milan,2023-06-16
2023,2023/24,GS,FC Salzburg,2023-06-16
2023,2023/24,GS,Shakhtar Donetsk,2023-06-16
2023,2023/24,GS,Arsenal,2023-06-16
2023,2023/24,GS,FC Porto,2023-06-16
2023,2023/24,GS,RB Leipzig,2023-06-16
2023,2023/24,GS,Atlético Madrid,2023-06-16
2023,2023/24,GS,Borussia Dortmund,2023-06-16
2023,2023/24,GS,Internazionale,2023-06-16
2023,2023/24,GS,Manchester United,2023-06-16
2023,2023/24,GS,Real Madrid,2023-06-16
2023,2023/24,GS,Feyenoord,2023-06-16
2023,2023/24,GS,Benfica,2023-06-16
2023,2023/24,GS,Paris Saint-Germain,2023-06-16
2023,2023/24,GS,Bayern München,2023-06-16
2023,2023/24,GS,Napoli,2023-06-16
2023,2023/24,GS,FC Barcelona,2023-06-16
2023,2023/24,GS,Sevilla,2023-06-16
2023,2023/24,GS,Manchester City,2023-06-16
